gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
DDIAS,ENSG00000165490,11,5.62768334548785,Tetrapoda,Tetrapoda,2,2,352,2,,6,332,5339,2997,0.85045403,3524,998,12,39.78,11202,6,5,6372,1.21113333333333,0.215594673333333,3.178010471,0.151832461,0.513,0.0075,0.012,Intermediate,Tolerant,0.601169591,1.106666667,0.383333333,Low pleiotropy,1st,1,8,,Singletons,7.42010695481153,Low pleiotropy,1st,2,13,TRUE,FALSE,TRUE,FALSE,8,0.933757375,,34,,0.0103390358117745,-0.0103390358117745,Non_essentialty,Specific,1,0.495959,0.495959,1,0.475566,0.475566,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDIT3,ENSG00000175197,12,6.14983021145234,Euteleostomi,Euteleostomi,1,1,429,1,12,7,454,1307,579,0.542642924,1067,192,6,51.55,1252,4,3,925,1.17008333333333,0.00023114,2.163934426,0.098360656,0.429,0.0177,0.01,Tolerant,Tolerant,0.129137529,0.163841808,0.33,Intermediate pleiotropy,3rd,5,50,,Singletons,9.69468443826106,Intermediate pleiotropy,3rd,6,56,FALSE,FALSE,TRUE,TRUE,22,0.197175226,12,14,25,-0.139134646153833,0.139134646153833,Non_essentialty,Non_specific,1,0.129451,0.129451,1,0.129451,0.129451,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
DDIT4,ENSG00000168209,10,6.002362868266,Euteleostomi,Euteleostomi,1,1,429,1,7,5,680,2054,699,0.400802752,1744,232,3,58.64,643,3,2,643,1.51266666666667,4.57833266666667e-05,1.55,0.07,0.7568,0.0198,0.0354,Tolerant,Tolerant,0.043340381,0.095959596,0.104519774,Intermediate pleiotropy,2nd,4,38,,Singletons,9.77061500361724,Intermediate pleiotropy,3rd,6,58,FALSE,FALSE,TRUE,FALSE,64,0.224063561,11,16,4,0.101198436564544,-0.101198436564544,Non_essentialty,Non_specific,2,0.18547925,0.18547925,2,0.18547925,0.18547925,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
DDIT4L,ENSG00000145358,4,6.01686125309055,Tetrapoda,Tetrapoda,2,2,352,2,7,4,680,2994,582,0.223502304,2604,193,3,43.05,1053,3,2,971,1.25775,0.0023429825,2.714285714,0.204081633,0.3851,0.0148,0,Tolerant,Tolerant,0.089067775,0.182432432,,Intermediate pleiotropy,2nd,4,39,,Singletons,7.92877045467649,Intermediate pleiotropy,2nd,3,22,FALSE,FALSE,FALSE,FALSE,11,0.802719762,7,6,49,0.0330429751489817,-0.0330429751489817,Non_essentialty,Specific,2,0.4024405,0.4024405,1,0.208827,0.208827,FALSE,FALSE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDN,ENSG00000181418,12,6.88736612373999,Amniota,Mammalia,3,4,180,4,16,12,168,3815,2136,0.559895151,3815,711,1,61.96,1182,2,1,1182,1.29766666666667,0.04541,2.015503876,0.042635659,0.5018,0.0099,0.0117,Tolerant,Tolerant,0.287365484,0.404040404,0.564102564,Intermediate pleiotropy,4th,8,79,,Singletons,12.2456509766127,High pleiotropy,5th,9,86,FALSE,FALSE,FALSE,TRUE,2,0.934379279,1,9,9,-0.326033069053272,0.326033069053272,Non_essentialty,Specific,1,0.307001,0.307001,1,0.307001,0.307001,TRUE,FALSE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
DDO,ENSG00000203797,6,8.79627838714185,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1488,2143,1110,0.521126761,2130,369,3,44.49,4979,5,4,4978,1.3697,0.004321615465,2.125984252,0.181102362,0.6228,0.0054,0.0136,Tolerant,Tolerant,0.19524727,0.518518519,0.419117647,High pleiotropy,5th,10,96,,Singletons,10.2083588408214,Intermediate pleiotropy,4th,7,66,TRUE,FALSE,TRUE,FALSE,7,0.56671327,54,18,16,0.0316492897842589,-0.0316492897842589,Non_essentialty,Non_specific,4,0.101220725,0.05379535,3,0.268378166666667,0.345919,FALSE,TRUE,"[211,2.35e+03]","(4.34e+03,8.75e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
DDOST,ENSG00000244038,1,6.01532105226617,Euteleostomi,Euteleostomi,1,1,429,1,2,,1488,2721,1371,0.644873001,2126,456,6,50.61,2366,11,10,2366,0.7295,0.18562571,1.777777778,0.029239766,0.6815,0.0143,0.012,Intermediate,Tolerant,0.037123991,0.13986014,0.275,Intermediate pleiotropy,2nd,4,39,,Singletons,9.28730848533528,Intermediate pleiotropy,3rd,5,49,TRUE,FALSE,FALSE,FALSE,10,0.102956941,170,17,11,-0.998547520737641,0.998547520737641,Non_essentialty,Non_specific,1,0.206775,0.206775,1,0.206833,0.206833,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
DDR2,ENSG00000162733,1,6.0432590073159,Euteleostomi,Euteleostomi,1,1,429,1,1,4,645,10736,2568,0.252755906,10160,855,6,40.47,30218,19,18,30005,0.4,0.984981818181818,1.713709677,0.060483871,0.4478,0.0047,0.0126,Intolerant,Intolerant,0.041089772,0.127659574,0.087301587,Intermediate pleiotropy,3rd,5,42,,Singletons,9.04652902882974,Intermediate pleiotropy,3rd,5,44,FALSE,FALSE,FALSE,FALSE,19,0.344755075,,43,12,0.015800720201469,-0.015800720201469,Non_essentialty,Non_specific,5,0.06079588,0.0630811,3,0.108412566666667,0.143772,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
DDRGK1,ENSG00000198171,20,6.23271370437511,Euteleostomi,Euteleostomi,1,1,429,1,,2,1064,1832,945,0.725249424,1303,314,4,54.35,3600,9,8,3600,1.27433333333333,1.38375333333333e-11,2.323232323,0.131313131,0.4605,0.0104,0.1095,Tolerant,Tolerant,0.202605863,0.144230769,0.538812785,Intermediate pleiotropy,3rd,6,56,,Singletons,11.1045428643722,Intermediate pleiotropy,4th,8,77,TRUE,FALSE,FALSE,FALSE,9,0.100442694,6,11,16,-0.185823126223957,0.185823126223957,Non_essentialty,Non_specific,2,0.3815865,0.3815865,3,0.0820642666666667,0.0746178,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
DDT,ENSG00000099977,22,5.8289079911443,Eutheria,Eutheria,4,6,99,6,1,4,544,1503,357,0.500701262,713,118,6,53.26,768,3,2,415,1.926,0.0098964,2.375,0.25,,,,Tolerant,Tolerant,,,,Intermediate pleiotropy,2nd,3,23,933,Duplicates,7.17537618502625,Low pleiotropy,1st,1,10,TRUE,TRUE,FALSE,FALSE,1,0.275397,,7,41,,,,Non_specific,1,0.356116,0.356116,1,0.356116,0.356116,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,TRUE
DDTL,ENSG00000099974,22,5.8289079911443,Tetrapoda,Tetrapoda,2,2,352,,,14,544,1582,405,0.256005057,1582,134,1,51.49,993,3,2,993,1.832,0.20229,2.142857143,0.071428571,1.6836,0,0.3759,Intermediate,Tolerant,0.161914944,,0.405160947,Intermediate pleiotropy,2nd,3,23,933,Duplicates,7.17537618502625,Low pleiotropy,1st,1,10,TRUE,FALSE,FALSE,FALSE,,0.475730309,,1,,,,,Non_specific,1,0.356116,0.356116,1,0.356116,0.356116,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDX1,ENSG00000079785,2,5.86785896200454,Euteleostomi,Euteleostomi,1,1,429,1,1,2,4290,3833,2223,0.78913738,2817,740,8,39.49,8517,27,26,8517,0.329181818181818,0.999988181818182,2.25433526,0.023121387,0.4935,0.0147,0,Intolerant,Intolerant,0.023910841,0.040816327,,Intermediate pleiotropy,2nd,3,26,,Singletons,7.07071765263027,Low pleiotropy,1st,1,9,TRUE,FALSE,FALSE,TRUE,17,0.102546,6,21,8,-0.353933399749133,0.353933399749133,Non_essentialty,Non_specific,3,0.120250833333333,0.131905,2,0.13549725,0.13549725,FALSE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","(2,3]","(0.0795,0.152]",TRUE,FALSE
DDX10,ENSG00000178105,11,5.86981784624028,Tetrapoda,Tetrapoda,2,2,352,2,1,2,4290,8606,2508,0.373937677,6707,835,9,37.41,55377,17,16,51808,0.8755,8.37575e-15,2.565420561,0.144859813,0.4604,0.0109,,Tolerant,Tolerant,0.174630756,0.394495413,,Intermediate pleiotropy,2nd,3,27,,Singletons,8.59452172348864,Intermediate pleiotropy,2nd,4,35,TRUE,FALSE,FALSE,FALSE,31,0.34820415,72,51,37,-1.4327627923516,1.4327627923516,Essentialty,Non_specific,2,0.1810655,0.1810655,2,0.1810655,0.1810655,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.152,0.243]",FALSE,FALSE
DDX11,ENSG00000013573,12,5.56671704223795,Eutheria,Primate,4,7,66,13,1,2,4290,8367,2721,0.694132653,3920,906,30,52.26,7443,27,26,7443,0.851738095238096,1.11654427885136e-05,2.200668896,0.100334448,0.7514,0.0314,0.054,Tolerant,Tolerant,0.199095023,0.452229299,0.412962963,Low pleiotropy,1st,1,6,,Singletons,5.44038836801778,Low pleiotropy,1st,1,2,TRUE,TRUE,FALSE,FALSE,11,0.223840881,1,49,,-0.753502201968915,0.753502201968915,Non_essentialty,Non_specific,1,0.112027,0.112027,1,0.112027,0.112027,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
DDX17,ENSG00000100201,22,7.81630420146789,Euteleostomi,Euteleostomi,1,1,429,1,1,1,168,9997,2196,0.458359424,4791,731,12,43.03,5846,13,12,5461,0.2515,1,1.4,0.014285714,0.4889,0.0396,0.0513,Intolerant,Intolerant,0.011658826,0.659090909,0.479532164,High pleiotropy,5th,10,91,,Singletons,11.7312720211444,High pleiotropy,5th,9,83,TRUE,FALSE,FALSE,TRUE,12,0.114952634,10,34,26,-0.211218155512061,0.211218155512061,Non_essentialty,Non_specific,1,0.360605,0.360605,2,0.1683595,0.1683595,TRUE,TRUE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
DDX18,ENSG00000088205,2,5.79111739281156,Euteleostomi,Euteleostomi,1,1,429,1,1,2,4290,7808,2013,0.536370903,3753,670,6,39.2,4006,14,13,4006,0.538333333333333,0.911706666666667,2.550295858,0.047337278,0.6925,0.0119,0.0208,Intolerant,Intolerant,0.105126354,0.621848739,0.298076923,Low pleiotropy,1st,2,20,,Singletons,8.01194650145325,Intermediate pleiotropy,2nd,3,23,TRUE,FALSE,FALSE,FALSE,15,0.131495867,90,9,,-1.58139987237834,1.58139987237834,Essentialty,Non_specific,4,0.0654496,0.06239655,1,0.318971,0.318971,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
DDX19A,ENSG00000168872,16,6.37031951988598,Amniota,Theria,3,5,160,5,,2,645,7847,1437,0.4916182,2923,478,15,47.09,6321,12,11,6301,0.348625,0.999925,1.520547945,0.034246575,0.4775,0.1218,0.0564,Intolerant,Intolerant,0.023664921,0.375205255,0.361702128,Intermediate pleiotropy,4th,7,63,725,Duplicates,10.155435649539,Intermediate pleiotropy,4th,7,65,TRUE,FALSE,FALSE,FALSE,5,0.136931813,3,9,9,-0.360598604128259,0.360598604128259,Non_essentialty,Non_specific,1,0.495738,0.495738,1,0.0864342,0.0864342,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDX19B,ENSG00000157349,16,6.18331827951366,Amniota,Theria,3,5,160,5,,2,645,4522,1440,0.425280567,3386,479,16,45.56,9791,12,11,7729,0.665875,0.053080375,1.975206612,0.074380165,0.5097,,0.0144,Tolerant,Tolerant,0.07867373,,0.222222222,Intermediate pleiotropy,3rd,6,52,,Singletons,9.29029613806689,Intermediate pleiotropy,3rd,5,49,TRUE,FALSE,TRUE,FALSE,11,0.30939226,5,41,6,-0.0990759477421776,0.0990759477421776,Non_essentialty,Non_specific,1,0.422857,0.422857,1,0.422857,0.422857,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDX20,ENSG00000064703,1,6.389298940056,Tetrapoda,Tetrapoda,2,2,352,2,1,2,645,5585,1299,0.299861496,4332,432,5,40.26,3014,3,2,1630,0.9986,1.1108463316e-11,2.301724138,0.112068966,0.4876,0.0167,0.0099,Tolerant,Tolerant,0.194831829,0.45508982,0.414141414,Intermediate pleiotropy,4th,7,63,,Singletons,12.2504766433751,High pleiotropy,5th,9,86,TRUE,FALSE,FALSE,TRUE,8,0.582986301,60,33,51,-1.2640372620722,1.2640372620722,Essentialty,Non_specific,1,0.206788,0.206788,2,0.0817059,0.0817059,TRUE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
DDX21,ENSG00000165732,10,6.65245235875871,Euteleostomi,Euteleostomi,1,1,429,1,1,1,544,4973,2148,0.444812591,4829,715,2,41.14,5424,15,14,5329,0.291363636363636,1,2.258503401,0.047619048,0.6249,0.0048,0.011,Intolerant,Intolerant,0.167866859,0.125,0.172727273,Intermediate pleiotropy,4th,8,73,466,Duplicates,9.09609153265079,Intermediate pleiotropy,3rd,5,45,FALSE,FALSE,TRUE,FALSE,9,0.174668317,64,14,16,-1.27701654237045,1.27701654237045,Essentialty,Non_specific,3,0.0664637333333333,0.0506224,3,0.0667521333333333,0.0514876,FALSE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
DDX23,ENSG00000174243,12,6.17948463139842,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,5427,2463,0.756449631,3256,820,18,49.65,5219,17,16,5071,0.6294,0.4480594,1.433179724,0.064516129,0.446,0.014,0,Intermediate,Tolerant,0.015022422,0.035714286,,Intermediate pleiotropy,3rd,6,52,,Singletons,9.15122210813541,Intermediate pleiotropy,3rd,5,46,TRUE,FALSE,FALSE,FALSE,10,0.106012884,186,16,11,-1.02437047441673,1.02437047441673,Essentialty,Non_specific,1,0.107719,0.107719,1,0.443071,0.443071,FALSE,FALSE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
DDX24,ENSG00000089737,14,6.10577440502719,Euteleostomi,Euteleostomi,1,1,429,1,1,2,1714,8607,2580,0.462946348,5573,859,11,43.34,7017,9,8,7013,0.4996,0.927208,2.221374046,0.057251908,0.5441,0.0129,0.017,Intolerant,Intolerant,0.229553391,0.372093023,0.135294118,Intermediate pleiotropy,3rd,5,47,,Singletons,6.95059199546053,Low pleiotropy,1st,1,8,TRUE,TRUE,TRUE,FALSE,8,0.15045161,55,19,13,-0.91929358466257,0.91929358466257,Non_essentialty,Non_specific,2,0.2546552,0.2546552,2,0.2133322,0.2133322,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
DDX25,ENSG00000109832,11,5.91941260766378,Tetrapoda,Tetrapoda,2,2,352,2,1,2,424,11036,1452,0.195581897,7424,483,10,44.92,8197,12,11,5053,1.34011111111111,2.36877954018965e-11,2.28030303,0.204545455,0.5112,0.0105,0.016,Tolerant,Tolerant,0.071205008,0.180952381,0.45,Intermediate pleiotropy,2nd,4,31,,Singletons,7.2080653922314,Low pleiotropy,1st,2,11,FALSE,FALSE,FALSE,FALSE,4,0.955316653,2,22,6,0.0718138743860433,-0.0718138743860433,Non_essentialty,Specific,2,0.319271,0.319271,2,0.319271,0.319271,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
DDX27,ENSG00000124228,20,8.77042932135248,Amniota,Amniota,3,3,319,3,1,1,4290,5457,2391,0.887857408,2693,796,7,49.05,5655,21,20,5654,0.58075,0.23136625,2.154867257,0.053097345,0.5726,0.1051,0.0593,Intermediate,Intolerant,0.062347188,0.339676499,0.418212479,High pleiotropy,5th,10,96,,Singletons,16.0583570099055,High pleiotropy,5th,10,98,TRUE,TRUE,FALSE,FALSE,5,0.177761956,69,96,72,-1.08111603128379,1.08111603128379,Essentialty,Non_specific,2,0.11876915,0.11876915,2,0.11837465,0.11837465,TRUE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
DDX28,ENSG00000182810,16,6.21574479649725,Euteleostomi,Euteleostomi,1,1,429,1,1,2,18,2169,1623,0.748271093,2169,540,1,58.41,792,1,0,792,1.261,7.4481e-09,2.24,0.1,0.6962,0.0158,0.0099,Tolerant,Tolerant,0.184860672,0.411392405,0.464646465,Intermediate pleiotropy,3rd,6,54,,Singletons,9.72294196889924,Intermediate pleiotropy,3rd,6,57,TRUE,FALSE,FALSE,FALSE,,0.281523105,3,29,29,-0.313469133648944,0.313469133648944,Non_essentialty,Non_specific,1,0.084467,0.084467,1,0.084467,0.084467,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
DDX31,ENSG00000125485,9,6.01629359523035,Tetrapoda,Tetrapoda,2,2,352,2,1,2,1714,5546,2556,0.558444396,4577,851,7,44.73,16625,20,19,16625,0.946571428571429,2.93642857493771e-05,2.253521127,0.084507042,0.4946,0.0086,0.0048,Tolerant,Tolerant,0.26526486,0.825581395,1.979166667,Intermediate pleiotropy,2nd,4,39,,Singletons,9.23852367554475,Intermediate pleiotropy,3rd,5,48,TRUE,FALSE,FALSE,FALSE,13,0.378741387,30,27,31,-0.232817974582279,0.232817974582279,Non_essentialty,Non_specific,4,0.072947025,0.0343991,1,0.349261,0.349261,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
DDX39A,ENSG00000123136,19,6.27025360023328,Euteleostomi,Euteleostomi,1,1,429,1,,2,4290,3840,1284,0.872875595,1471,427,21,55.52,2609,11,10,2594,0.5936,0.829453333333333,1.242038217,0.012738854,0.7926,,0,Intermediate,Intolerant,0.016023215,,,Intermediate pleiotropy,3rd,6,58,,Singletons,9.5906051319935,Intermediate pleiotropy,3rd,6,55,FALSE,FALSE,FALSE,FALSE,13,0.332149879,84,31,18,-0.194762471336601,0.194762471336601,Non_essentialty,Non_specific,3,0.0705017666666667,0.059407,3,0.0705017666666667,0.059407,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
DDX39B,ENSG00000198563,6,9.29307154162434,Tetrapoda,Tetrapoda,2,2,352,2,,2,454,7007,1287,0.642536196,2003,428,21,47.24,2601,11,10,2601,0.3431875,0.982271875,0.735849057,,0.4512,0,0,Intolerant,Intolerant,0.004654255,,,High pleiotropy,5th,10,97,,Singletons,14.3050140204525,High pleiotropy,5th,10,95,TRUE,TRUE,FALSE,TRUE,11,0.107710105,116,40,14,-0.767729368567835,0.767729368567835,Non_essentialty,Non_specific,1,0.364108,0.364108,1,0.151864,0.151864,TRUE,TRUE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDX4,ENSG00000152670,5,5.95519400739801,Euteleostomi,Euteleostomi,1,1,429,1,1,1,1292,3829,2175,0.754160888,2884,724,14,37.46,16157,22,21,16157,0.490941176470588,0.899255647058824,2.097701149,0.063218391,0.5089,0,0.0151,Intermediate,Intolerant,0.109058754,,0.158940397,Intermediate pleiotropy,2nd,4,34,,Singletons,6.69366217621388,Low pleiotropy,1st,1,6,FALSE,FALSE,FALSE,FALSE,6,1,13,16,12,-0.104628920511489,0.104628920511489,Non_essentialty,Specific,6,0.0591631,0.03931955,4,0.06785415,0.03963255,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
DDX41,ENSG00000183258,5,6.50363695999445,Euteleostomi,Euteleostomi,1,1,429,1,1,2,4290,4177,1869,0.890424011,2099,622,23,59.13,1762,17,16,1762,0.952428571428572,0.000256824658751429,1.324324324,0.069498069,0.7086,0.045,0,Tolerant,Tolerant,0.007056167,0.18,,Intermediate pleiotropy,4th,7,68,,Singletons,11.2423753740386,Intermediate pleiotropy,4th,8,78,TRUE,FALSE,FALSE,FALSE,9,0.115845626,10,5,,-1.33528069862761,1.33528069862761,Essentialty,Non_specific,1,0.499698,0.499698,1,0.499698,0.499698,FALSE,FALSE,"(3.74e+03,5.4e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
DDX42,ENSG00000198231,17,8.89667288589822,Euteleostomi,Euteleostomi,1,1,429,1,1,2,4290,8521,2817,0.649527323,4337,938,19,42,10176,19,18,10089,0.308363636363636,0.999339090909091,1.865217391,0.008695652,0.3953,0.006,0.0071,Intolerant,Intolerant,0.047305844,0.166666667,0.14084507,High pleiotropy,5th,10,96,,Singletons,11.2102157818039,Intermediate pleiotropy,4th,8,78,TRUE,FALSE,FALSE,FALSE,11,0.113904948,185,46,22,-0.954085377183098,0.954085377183098,Non_essentialty,Non_specific,1,0.274333,0.274333,1,0.274333,0.274333,FALSE,TRUE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","[1,2]","(0.243,0.353]",TRUE,FALSE
DDX43,ENSG00000080007,6,5.92484630821002,Tetrapoda,Tetrapoda,2,2,352,2,1,4,78,2724,1947,0.801234568,2430,648,3,40.78,4800,17,16,4800,0.787,3.0158e-06,2.233333333,0.127777778,,0.006,0.0081,Tolerant,Tolerant,,0.716666667,0.691358025,Intermediate pleiotropy,2nd,4,31,,Singletons,7.38435622316749,Low pleiotropy,1st,2,13,TRUE,FALSE,TRUE,FALSE,1,0.858869318,,5,11,-0.221678141589306,0.221678141589306,Non_essentialty,Specific,1,0.429157,0.429157,2,0.0805026,0.0805026,FALSE,FALSE,"(2.35e+03,3.74e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",FALSE,FALSE
DDX46,ENSG00000145833,5,5.41646743623999,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,9205,3099,0.546175538,5674,1032,12,42.1,20475,23,22,15327,0.303666666666667,1,1.10546875,0.03515625,0.6124,0,0,Intolerant,Intolerant,0.008001306,,,Low pleiotropy,1st,1,2,,Singletons,6.91990582497312,Low pleiotropy,1st,1,8,TRUE,FALSE,TRUE,FALSE,16,0.143336781,179,31,20,-0.954391276020727,0.954391276020727,Non_essentialty,Non_specific,6,0.0333857833333333,0.01929295,4,0.052139925,0.01609795,FALSE,FALSE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
DDX47,ENSG00000213782,12,5.7853890416137,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,5040,1368,0.752889378,1817,455,12,40.84,3547,12,11,3535,1.3266,0.000185556001623573,2.581196581,0.170940171,0.6143,0.0728,0.0043,Tolerant,Tolerant,0.038092137,0.737637363,0.255813953,Low pleiotropy,1st,2,19,,Singletons,8.40322317560028,Intermediate pleiotropy,2nd,4,31,FALSE,FALSE,FALSE,FALSE,14,0.868706063,133,35,8,-1.6903269335272,1.6903269335272,Essentialty,Specific,1,0.362275,0.362275,1,0.362275,0.362275,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
DDX49,ENSG00000105671,19,5.92303342454936,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,3306,1452,0.809815951,1793,483,14,57.09,2427,13,12,2295,1.2085,4.9276147e-13,1.813829787,0.111702128,1.1571,0,0.0214,Tolerant,Tolerant,0.03863106,,0.08411215,Intermediate pleiotropy,2nd,4,31,,Singletons,8.68681838712536,Intermediate pleiotropy,2nd,4,36,TRUE,FALSE,FALSE,FALSE,10,0.1324023,154,3,3,-1.53590808195944,1.53590808195944,Essentialty,Non_specific,3,0.0906451666666667,0.0820307,3,0.0906451666666667,0.0820307,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","(2,3]","(0.0795,0.152]",TRUE,FALSE
DDX5,ENSG00000108654,17,7.78399829604905,Euteleostomi,Euteleostomi,1,1,429,1,1,1,645,7388,1845,0.722396241,2554,614,35,45.11,2399,13,12,1868,0.426157894736842,0.916613684210526,1.305732484,0.006369427,0.3098,0,0,Intolerant,Intolerant,0.063589413,,,High pleiotropy,5th,10,91,,Singletons,13.3483173046361,High pleiotropy,5th,10,92,TRUE,FALSE,TRUE,TRUE,23,0.100005868,199,49,30,-0.796913542286341,0.796913542286341,Non_essentialty,Non_specific,2,0.1997004,0.1997004,2,0.1997087,0.1997087,TRUE,TRUE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
DDX50,ENSG00000107625,10,6.65245235875871,Amniota,Amniota,3,3,319,3,1,1,382,2684,2193,0.873705179,2510,730,6,40.32,9256,23,22,9255,0.761333333333333,0.00274255561733678,2.075675676,0.145945946,0.318,0.0032,0,Tolerant,Tolerant,0.063836478,0.1875,,Intermediate pleiotropy,4th,8,73,466,Duplicates,9.09609153265079,Intermediate pleiotropy,3rd,5,45,TRUE,FALSE,FALSE,FALSE,9,0.160525531,1,17,5,-0.178766371477918,0.178766371477918,Non_essentialty,Non_specific,3,0.0663239,0.0502029,3,0.0662939333333333,0.050113,FALSE,FALSE,"(2.35e+03,3.74e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
